98	ma(n)nai pat siau paragaT jai ||	The faithful shall depart with honor and fame.
99	ma(n)nai mag na chalai pa(n)th ||	The faithful do not follow empty religious rituals.
100	ma(n)nai dharam setee sanaba(n)dh ||	The faithful are firmly bound to the Dharma.
101	aaisaa naam nira(n)jan hoi ||	Such is the Name of the Immaculate Lord.
102	je ko ma(n)n jaanai man koi ||14||	Only one who has faith comes to know such a state of mind. ||14||
103	ma(n)nai paaveh mokh dhuaar ||	The faithful find the Door of Liberation.
104	ma(n)nai paravaarai saadhaar ||	The faithful uplift and redeem their family and relations.
105	ma(n)nai tarai taare gur sikh ||	The faithful are saved, and carried across with the Sikhs of the Guru.
106	ma(n)nai naanak bhaveh na bhikh ||	The faithful, O Nanak, do not wander around begging.
107	aaisaa naam nira(n)jan hoi ||	Such is the Name of the Immaculate Lord.
108	je ko ma(n)n jaanai man koi ||15||	Only one who has faith comes to know such a state of mind. ||15||
109	pa(n)ch paravaan pa(n)ch paradhaan ||	The chosen ones, the self-elect, are accepted and approved.
110	pa(n)che paaveh dharageh maan ||	The chosen ones are honored in the Court of the Lord.
111	pa(n)che soheh dhar raajaan ||	The chosen ones look beautiful in the courts of kings.
112	pa(n)chaa kaa gur ek dhiaan ||	The chosen ones meditate single-mindedly on the Guru.
113	je ko kahai karai veechaar ||	No matter how much anyone tries to explain and describe them,
114	karate kai karanai naahee sumaar ||	the actions of the Creator cannot be counted.
115	dhaual dharam dhiaa kaa poot ||	The mythical bull is Dharma, the son of compassion;
116	sa(n)tokh thaap rakhiaa jin soot ||	this is what patiently holds the earth in its place.
117	je ko bujhai hovai sachiaar ||	One who understands this becomes truthful.
118	dhavalai upar ketaa bhaar ||	What a great load there is on the bull!
119	dharatee hor parai hor hor ||	So many worlds beyond this world-so very many!
120	tis te bhaar talai kavan jor ||	What power holds them, and supports their weight?
121	jeea jaat ra(n)gaa ke naav ||	The names and the colors of the assorted species of beings
122	sabhanaa likhiaa vuRee kalaam ||	were all inscribed by the Ever-flowing Pen of God.
123	eh lekhaa likh jaanai koi ||	Who knows how to write this account?
124	lekhaa likhiaa ketaa hoi ||	Just imagine what a huge scroll it would take!
125	ketaa taan suaalih roop ||	What power! What fascinating beauty!
126	ketee dhaat jaanai kauan koot ||	And what gifts! Who can know their extent?
127	keetaa pasaau eko kavaau ||	You created the vast expanse of the Universe with One Word!
128	tis te hoe lakh dhareeaau ||	Hundreds of thousands of rivers began to flow.
129	kudharat kavan kahaa veechaar ||	How can Your Creative Potency be described?
130	vaariaa na jaavaa ek vaar ||	I cannot even once be a sacrifice to You.
131	jo tudh bhaavai saiee bhalee kaar ||	Whatever pleases You is the only good done,
132	too sadhaa salaamat nira(n)kaar ||16||	You, Eternal and Formless One! ||16||
133	asa(n)kh jap asa(n)kh bhaau ||	Countless meditations, countless loves.
134	asa(n)kh poojaa asa(n)kh tap taau ||	Countless worship services, countless austere disciplines.
135	asa(n)kh gara(n)th mukh vedh paaTh ||	Countless scriptures, and ritual recitations of the Vedas.
136	asa(n)kh jog man raheh udhaas ||	Countless Yogis, whose minds remain detached from the world.
137	asa(n)kh bhagat gun giaan veechaar ||	Countless devotees contemplate the Wisdom and Virtues of the Lord.
138	asa(n)kh satee asa(n)kh dhaataar ||	Countless the holy, countless the givers.
139	asa(n)kh soor muh bhakh saar ||	Countless heroic spiritual warriors, who bear the brunt of the attack in battle (who with their mouths eat steel).
140	asa(n)kh mon liv lai taar ||	Countless silent sages, vibrating the String of His Love.
141	kudharat kavan kahaa veechaar ||	How can Your Creative Potency be described?
142	vaariaa na jaavaa ek vaar ||	I cannot even once be a sacrifice to You.
143	jo tudh bhaavai saiee bhalee kaar ||	Whatever pleases You is the only good done,
144	too sadhaa salaamat nira(n)kaar ||17||	You, Eternal and Formless One. ||17||
145	asa(n)kh moorakh a(n)dh ghor ||	Countless fools, blinded by ignorance.
146	asa(n)kh chor haraamakhor ||	Countless thieves and embezzlers.
147	asa(n)kh amar kar jaeh jor ||	Countless impose their will by force.
148	asa(n)kh galavadd hatiaa kamaeh ||	Countless cut-throats and ruthless killers.
149	asa(n)kh paapee paap kar jaeh ||	Countless sinners who keep on sinning.
150	asa(n)kh kooRiaar kooRe firaeh ||	Countless liars, wandering lost in their lies.
151	asa(n)kh malechh mal bhakh khaeh ||	Countless wretches, eating filth as their ration.
152	asa(n)kh ni(n)dhak sir kareh bhaar ||	Countless slanderers, carrying the weight of their stupid mistakes on their heads.
153	naanak neech kahai veechaar ||	Nanak describes the state of the lowly.
154	vaariaa na jaavaa ek vaar ||	I cannot even once be a sacrifice to You.
155	jo tudh bhaavai saiee bhalee kaar ||	Whatever pleases You is the only good done,
156	too sadhaa salaamat nira(n)kaar ||18||	You, Eternal and Formless One. ||18||
157	asa(n)kh naav asa(n)kh thaav ||	Countless names, countless places.
158	aga(n)m aga(n)m asa(n)kh loa ||	Inaccessible, unapproachable, countless celestial realms.
159	asa(n)kh kaheh sir bhaar hoi ||	Even to call them countless is to carry the weight on your head.
160	akharee naam akharee saalaeh ||	From the Word, comes the Naam; from the Word, comes Your Praise.
161	akharee giaan geet gun gaeh ||	From the Word, comes spiritual wisdom, singing the Songs of Your Glory.
162	akharee likhan bolan baan ||	From the Word, come the written and spoken words and hymns.
163	akharaa sir sa(n)jog vakhaan ||	From the Word, comes destiny, written on one's forehead.
164	jin eh likhe tis sir naeh ||	But the One who wrote these Words of Destiny-no words are written on His Forehead.
165	jiv furamaae tiv tiv paeh ||	As He ordains, so do we receive.
166	jetaa keetaa tetaa naau ||	The created universe is the manifestation of Your Name.
167	vin naavai naahee ko thaau ||	Without Your Name, there is no place at all.
168	kudharat kavan kahaa veechaar ||	How can I describe Your Creative Power?
169	vaariaa na jaavaa ek vaar ||	I cannot even once be a sacrifice to You.
170	jo tudh bhaavai saiee bhalee kaar ||	Whatever pleases You is the only good done,
171	too sadhaa salaamat nira(n)kaar ||19||	You, Eternal and Formless One. ||19||
172	bhareeaai hath pair tan dheh ||	When the hands and the feet and the body are dirty,
173	paanee dhotai utaras kheh ||	water can wash away the dirt.
174	moot paleetee kapaR hoi ||	When the clothes are soiled and stained by urine,
175	dhe saaboon lieeaai oh dhoi ||	soap can wash them clean.
176	bhareeaai mat paapaa kai sa(n)g ||	But when the intellect is stained and polluted by sin,
177	oh dhopai naavai kai ra(n)g ||	it can only be cleansed by the Love of the Name.
178	pu(n)nee paapee aakhan naeh ||	Virtue and vice do not come by mere words;
179	kar kar karanaa likh lai jaahu ||	actions repeated, over and over again, are engraved on the soul.
180	aape beej aape hee khaahu ||	You shall harvest what you plant.
181	naanak hukamee aavahu jaahu ||20||	O Nanak, by the Hukam of God's Command, we come and go in reincarnation. ||20||
182	teerath tap dhiaa dhat dhaan ||	Pilgrimages, austere discipline, compassion and charity
183	je ko paavai til kaa maan ||	these, by themselves, bring only an iota of merit.
184	suniaa ma(n)niaa man keetaa bhaau ||	Listening and believing with love and humility in your mind,
185	a(n)taragat teerath mal naau ||	cleanse yourself with the Name, at the sacred shrine deep within.
186	sabh gun tere mai naahee koi ||	All virtues are Yours, Lord, I have none at all.
187	vin gun keete bhagat na hoi ||	Without virtue, there is no devotional worship.
188	suasat aath baanee baramaau ||	I bow to the Lord of the World, to His Word, to Brahma the Creator.
189	sat suhaan sadhaa man chaau ||	He is Beautiful, True and Eternally Joyful.
190	kavanu su velaa vakhat kavan kavan thit kavan vaar ||	What was that time, and what was that moment? What was that day, and what was that date?
191	kavan s rutee maahu kavan jit hoaa aakaar ||	What was that season, and what was that month, when the Universe was created?
192	vel na paieeaa pa(n)ddatee j hovai lekh puraan ||	The Pandits, the religious scholars, cannot find that time, even if it is written in the Puraanas.
193	vakhat na paio kaadheeaa j likhan lekh kuraan ||	That time is not known to the Qazis, who study the Koran.
194	thit vaar naa jogee jaanai rut maahu naa koiee ||	The day and the date are not known to the Yogis, nor is the month or the season.
195	jaa karataa siraThee kau saaje aape jaanai soiee ||	The Creator who created this creation-only He Himself knows.
196	kiv kar aakhaa kiv saalaahee kiau varanee kiv jaanaa ||	How can we speak of Him? How can we praise Him? How can we describe Him? How can we know Him?
197	naanak aakhan sabh ko aakhai ik dhoo ik siaanaa ||	O Nanak, everyone speaks of Him, each one wiser than the rest.
198	vaddaa saahib vaddee naiee keetaa jaa kaa hovai ||	Great is the Master, Great is His Name. Whatever happens is according to His Will.
199	naanak je ko aapau jaanai agai giaa na sohai ||21||	O Nanak, one who claims to know everything shall not be decorated in the world hereafter. ||21||
200	paataalaa paataal lakh aagaasaa aagaas ||	There are nether worlds beneath nether worlds, and hundreds of thousands of heavenly worlds above.
201	oRak oRak bhaal thake vedh kahan ik vaat ||	The Vedas say that you can search and search for them all, until you grow weary.
202	sahas aThaareh kahan katebaa asuloo ik dhaat ||	The scriptures say that there are 18,000 worlds, but in reality, there is only One Universe.
203	lekhaa hoi ta likheeaai lekhai hoi vinaas ||	If you try to write an account of this, you will surely finish yourself before you finish writing it.
204	naanak vaddaa aakheeaai aape jaanai aap ||22||	O Nanak, call Him Great! He Himself knows Himself. ||22||
205	saalaahee saalaeh etee surat na paieeaa ||	The praisers praise the Lord, but they do not obtain intuitive understanding
206	nadheeaa atai vaeh paveh samu(n)dh na jaane'eeh ||	the streams and rivers flowing into the ocean do not know its vastness.
207	samu(n)dh saeh sulataan girahaa setee maal dhan ||	Even kings and emperors, with mountains of property and oceans of wealth
208	keeRee tul na hovanee je tis manahu na veesareh ||23||	-these are not even equal to an ant, who does not forget God. ||23||
209	a(n)t na sifatee kahan na a(n)t ||	Endless are His Praises, endless are those who speak them.
210	a(n)t na karanai dhen na a(n)t ||	Endless are His Actions, endless are His Gifts.
211	a(n)t na vekhan sunan na a(n)t ||	Endless is His Vision, endless is His Hearing.
212	a(n)t na jaapai kiaa man ma(n)t ||	His limits cannot be perceived. What is the Mystery of His Mind?
213	a(n)t na jaapai keetaa aakaar ||	The limits of the created universe cannot be perceived.
214	a(n)t na jaapai paaraavaar ||	Its limits here and beyond cannot be perceived.
215	a(n)t kaaran kete bilalaeh ||	Many struggle to know His limits,
216	taa ke a(n)t na paae jaeh ||	but His limits cannot be found.
217	eh a(n)t na jaanai koi ||	No one can know these limits.
218	bahutaa kaheeaai bahutaa hoi ||	The more you say about them, the more there still remains to be said.
219	vaddaa saahib uoochaa thaau ||	Great is the Master, High is His Heavenly Home.
220	uooche upar uoochaa naau ||	Highest of the High, above all is His Name.
221	evadd uoochaa hovai koi ||	Only one as Great and as High as God
222	tis uooche kau jaanai soi ||	can know His Lofty and Exalted State.
223	jevadd aap jaanai aap aap ||	Only He Himself is that Great. He Himself knows Himself.
224	naanak nadharee karamee dhaat ||24||	O Nanak, by His Glance of Grace, He bestows His Blessings. ||24||
225	bahutaa karam likhiaa naa jai ||	His Blessings are so abundant that there can be no written account of them.
226	vaddaa dhaataa til na tamai ||	The Great Giver does not hold back anything.
227	kete ma(n)geh jodh apaar ||	There are so many great, heroic warriors begging at the Door of the Infinite Lord.
228	ketiaa ganat nahee veechaar ||	So many contemplate and dwell upon Him, that they cannot be counted.
229	kete khap tuTeh vekaar ||	So many waste away to death engaged in corruption.
230	kete lai lai mukar paeh ||	So many take and take again, and then deny receiving.
231	kete moorakh khaahee khaeh ||	So many foolish consumers keep on consuming.
232	ketiaa dhookh bhookh sadh maar ||	So many endure distress, deprivation and constant abuse.
233	eh bh dhaat teree dhaataar ||	Even these are Your Gifts, O Great Giver!
234	ba(n)dh khalaasee bhaanai hoi ||	Liberation from bondage comes only by Your Will.
235	hor aakh na sakai koi ||	No one else has any say in this.
236	je ko khaik aakhan pai ||	If some fool should presume to say that he does,
237	oh jaanai jeteeaa muh khai ||	he shall learn, and feel the effects of his folly.
238	aape jaanai aape dhei ||	He Himself knows, He Himself gives.
239	aakheh s bh keiee kei ||	Few, very few are those who acknowledge this.
240	jis no bakhase sifat saalaeh ||	One who is blessed to sing the Praises of the Lord,
241	naanak paatisaahee paatisaahu ||25||	O Nanak, is the king of kings. ||25||
242	amul gun amul vaapaar ||	Priceless are His Virtues, Priceless are His Dealings.
243	amul vaapaare'e amul bha(n)ddaar ||	Priceless are His Dealers, Priceless are His Treasures.
244	amul aaveh amul lai jaeh ||	Priceless are those who come to Him, Priceless are those who buy from Him.
245	amul bhai amulaa samaeh ||	Priceless is Love for Him, Priceless is absorption into Him.
246	amul dharam amul dheebaan ||	Priceless is the Divine Law of Dharma, Priceless is the Divine Court of Justice.
247	amul tul amul paravaan ||	Priceless are the scales, priceless are the weights.
248	amul bakhasees amul neesaan ||	Priceless are His Blessings, Priceless is His Banner and Insignia.
249	amul karam amul furamaan ||	Priceless is His Mercy, Priceless is His Royal Command.
250	amulo amul aakhiaa na jai ||	Priceless, O Priceless beyond expression!
251	aakh aakh rahe liv lai ||	Speak of Him continually, and remain absorbed in His Love.
252	aakheh vedh paaTh puraan ||	The Vedas and the Puraanas speak.
253	aakheh paRe kareh vakhiaan ||	The scholars speak and lecture.
254	aakheh barame aakheh i(n)dh ||	Brahma speaks, Indra speaks.
255	aakheh gopee tai govi(n)dh ||	The Gopis and Krishna speak.
256	aakheh ieesar aakheh sidh ||	Shiva speaks, the Siddhas speak.
257	aakheh kete keete budh ||	The many created Buddhas speak.
258	aakheh dhaanav aakheh dhev ||	The demons speak, the demi-gods speak.
259	aakheh sur nar mun jan sev ||	The spiritual warriors, the heavenly beings, the silent sages, the humble and serviceful speak.
260	kete aakheh aakhan paeh ||	Many speak and try to describe Him.
261	kete keh keh uTh uTh jaeh ||	Many have spoken of Him over and over again, and have then arisen and departed.
262	ete keete hor kareh ||	If He were to create as many again as there already are,
263	taa aakh na sakeh keiee kei ||	even then, they could not describe Him.
264	jevadd bhaavai tevadd hoi ||	He is as Great as He wishes to be.
265	naanak jaanai saachaa soi ||	O Nanak, the True Lord knows.
266	je ko aakhai boluvigaaR ||	If anyone presumes to describe God,
267	taa likheeaai sir gaavaaraa gaavaar ||26||	he shall be known as the greatest fool of fools! ||26||
268	so dhar kehaa so ghar kehaa jit beh sarab samaale ||	Where is that Gate, and where is that Dwelling, in which You sit and take care of all?
269	vaaje naadh anek asa(n)khaa kete vaavanahaare ||	The Sound-current of the Naad vibrates there, and countless musicians play on all sorts of instruments there.
270	kete raag paree siau kaheean kete gaavanahaare ||	So many Ragas, so many musicians singing there.
271	gaaveh tuhano paun paanee baisa(n)tar gaavai raajaa dharam dhuaare ||	The praanic wind, water and fire sing; the Righteous Judge of Dharma sings at Your Door.
272	gaaveh chit gupat likh jaaneh likh likh dharam veechaare ||	Chitr and Gupt, the angels of the conscious and the subconscious who record actions, and the Righteous Judge of Dharma who judges this record sing.
273	gaaveh ieesar baramaa dhevee sohan sadhaa savaare ||	Shiva, Brahma and the Goddess of Beauty, ever adorned, sing.
274	gaaveh i(n)dh idhaasan baiThe dhevatiaa dhar naale ||	Indra, seated upon His Throne, sings with the deities at Your Door.
275	gaaveh sidh samaadhee a(n)dhar gaavan saadh vichaare ||	The Siddhas in Samaadhi sing; the Saadhus sing in contemplation.
276	gaavan jatee satee sa(n)tokhee gaaveh veer karaare ||	The celibates, the fanatics, the peacefully accepting and the fearless warriors sing.
277	gaavan pa(n)ddit paRan rakheesar jug jug vedhaa naale ||	The Pandits, the religious scholars who recite the Vedas, with the supreme sages of all the ages, sing.
278	gaaveh mohaneeaa man mohan suragaa machh piaale ||	The Mohinis, the enchanting heavenly beauties who entice hearts in this world, in paradise, and in the underworld of the subconscious sing.
279	gaavan ratan upaae tere aThasaTh teerath naale ||	The celestial jewels created by You, and the sixty-eight holy places of pilgrimage sing.
280	gaaveh jodh mahaabal sooraa gaaveh khaanee chaare ||	The brave and mighty warriors sing; the spiritual heroes and the four sources of creation sing.
281	gaaveh kha(n)dd ma(n)ddal varabha(n)ddaa kar kar rakhe dhaare ||	The planets, solar systems and galaxies, created and arranged by Your Hand, sing.
282	seiee tudhuno gaaveh jo tudh bhaavan rate tere bhagat rasaale ||	They alone sing, who are pleasing to Your Will. Your devotees are imbued with the Nectar of Your Essence.
283	hor kete gaavan se mai chit na aavan naanak kiaa veechaare ||	So many others sing, they do not come to mind. O Nanak, how can I consider them all?
284	soiee soiee sadhaa sach saahib saachaa saachee naiee ||	That True Lord is True, Forever True, and True is His Name.
285	hai bhee hosee jai na jaasee rachanaa jin rachaiee ||	He is, and shall always be. He shall not depart, even when this Universe which He has created departs.
286	ra(n)gee ra(n)gee bhaatee kar kar jinasee maiaa jin upaiee ||	He created the world, with its various colors, species of beings, and the variety of Maya.
287	kar kar vekhai keetaa aapanaa jiv tis dhee vaddiaaiee ||	Having created the creation, He watches over it Himself, by His Greatness.
288	jo tis bhaavai soiee karasee hukam na karanaa jaiee ||	He does whatever He pleases. No order can be issued to Him.
289	so paatisaahu saahaa paatisaahib naanak rahan rajaiee ||27||	He is the King, the King of kings, the Supreme Lord and Master of kings. Nanak remains subject to His Will. ||27||
290	mu(n)dhaa sa(n)tokh saram pat jholee dhiaan kee kareh bibhoot ||	Make contentment your ear-rings, humility your begging bowl, and meditation the ashes you apply to your body.
291	khi(n)thaa kaal kuaaree kaiaa jugat dda(n)ddaa parateet ||	Let the remembrance of death be the patched coat you wear, let the purity of virginity be your way in the world, and let faith in the Lord be your walking stick.
292	aaiee pa(n)thee sagal jamaatee man jeetai jag jeet ||	See the brotherhood of all mankind as the highest order of Yogis; conquer your own mind, and conquer the world.
293	aadhes tisai aadhes ||	I bow to Him, I humbly bow.
294	aadh aneel anaadh anaahat jug jug eko ves ||28||	The Primal One, the Pure Light, without beginning, without end. Throughout all the ages, He is One and the Same. ||28||
295	bhugat giaan dhiaa bha(n)ddaaran ghaT ghaT vaajeh naadh ||	Let spiritual wisdom be your food, and compassion your attendant. The Sound-current of the Naad vibrates in each and every heart.
296	aap naath naathee sabh jaa kee ridh sidh avaraa saadh ||	He Himself is the Supreme Master of all; wealth and miraculous spiritual powers, and all other external tastes and pleasures, are all like beads on a string.
297	sa(n)jog vijog dhui kaar chalaaveh lekhe aaveh bhaag ||	Union with Him, and separation from Him, come by His Will. We come to receive what is written in our destiny.
